"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"streaks/multi_kill_air/multiple/desc";"Destroyed vehicles of several players in a row.";"A détruit les véhicules de plusieurs joueurs d'affilée.";"Per aver distrutto diverse unità di giocatori di fila.";"Verliehen für die Zerstörung mehrerer Spielerfahrzeuge in Folge.";"Has destruido vehículos de varios jugadores seguidos.";"Уничтожил технику нескольких игроков подряд.";"Знищив техніку декількох гравців поспіль.";"Zniszczono kilka maszyn graczy pod rząd.";"Destruiu veículos de vários jogadores seguidos.";"Üst üste birkaç oyuncunun araçlarını yok etti.";"수 대의 플레이어 장비를 연속으로 격파했습니다.";"连\t续\t摧\t毁\t数\t台\t玩\t家\t载\t具。";"連続で\t機体を\t撃墜しました。";"連\t續\t摧\t毀\t數\t台\t玩\t家\t載\t具。";;
"streaks/double_kill_ship";"Double strike!";"Double frappe !";"Doppio colpo!";"Doppelschlag!";"¡Doble ataque!";"Двойной удар!";"Подвійний удар!";"Podwójne trafienie!";"Ataque duplo!";"Çifte darbe!";"2연속 격파!";"双\t杀！";"ダブルストライク！";"雙\t殺！";;
"streaks/double_kill_ship/other";;;;;;;;;;;;;;;;
"streaks/double_kill_ship/desc";"Wrecked two ships in a row.";"A coulé deux navires de suite.";"Ha distrutto due navi consecutive.";"Verliehen für das Versenken von zwei Schiffen in Folge.";"Has hundido 2 barcos seguidos.";"Потопил два корабля подряд.";"Потопив два кораблі поспіль.";"Zatopił dwa okręty pod rząd.";"Destruiu dois navios seguidos.";"Art arda iki gemi batırdı.";"연속으로 2척의 함선을 격침시켰습니다.";"连\t续\t击\t沉 2 艘\t敌\t舰";"続けて 2 隻の\t敵船を\t撃沈しました。";"連\t續\t擊\t沉 2 艘\t敵\t艦";;
"streaks/triple_kill_ship";"Triple strike!";"Triple frappe !";"Triplo colpo!";"Dreifachschlag!";"¡Triple ataque!";"Тройной удар!";"Потрійний удар!";"Potrójne trafienie!";"Ataque triplo!";"Üçlü darbe!";"3연속 격파!";"三\t杀！";"トリプルストライク！";"三\t殺！";;
"streaks/triple_kill_ship/other";;;;;;;;;;;;;;;;
"streaks/triple_kill_ship/desc";"Wrecked three ships in a row.";"A coulé trois navires de suite.";"Ha distrutto tre navi consecutive.";"Verliehen für das Versenken von drei Schiffen in Folge.";"Has hundido 3 barcos seguidos.";"Потопил три корабля подряд.";"Потопив три кораблі поспіль.";"Zatopił trzy okręty pod rząd.";"Destruiu três navios seguidos.";"Art arda üç gemi batırdı.";"연속으로 3척의 함선을 격침시켰습니다.";"连\t续\t击\t沉 3 艘\t敌\t舰";"続けて\t3隻の\t敵船を\t撃沈しました。";"連\t續\t擊\t沉 3 艘\t敵\t艦";;
"streaks/multi_kill_ship";"Water multi strike x%d!";"Frappe multiple x%d !";"Colpo navale multiplo x%d!";"See-Mehrfachschlag: x%d!";"¡Ataque múltiple naval ×%d!";"Водный Мультиудар x%d!";"Водний мультиудар x%d!";"Wielokrotne zniszczenie nawodne: x%d!";"Ataque naval múltiplo x%d!";"Suda çoklu darbe x%d!";"해상 장비 %d연파!";"水\t面\t单\t位 %d 连\t杀！";"x%d\t連撃沈！";"水\t面\t單\t位 %d 連\t殺！";;
"streaks/multi_kill_ship/multiple";"Water multi strike!";"Frappe multiple!";"Colpo navale multiplo!";"See-Mehrfachschlag!";"¡Ataque múltiple naval!";"Водный Мультиудар!";"Водний мультиудар!";"Wielokrotne zniszczenie nawodne!";"Ataque naval múltiplo!";"Suda çoklu darbe!";"해상 장비 연파!";"水\t面\t单\t位\t连\t续\t击\t杀！";"連続撃破";"水\t面\t單\t位\t連\t續\t擊\t殺！";;
"streaks/multi_kill_ship/other";;;;;;;;;;;;;;;;
"streaks/multi_kill_ship/desc";"Wrecked %d ships in a row.";"A coulé x%d navires de suite.";"Ha distrutto %d navi consecutive.";"Verliehen für das Versenken von %d Schiffen in Folge.";"Has hundido %d barcos seguidos.";"Потопил %d кораблей подряд.";"Потопив декілька (%d) кораблів поспіль.";"Zatopił %d okrętów pod rząd.";"Destruiu %d navios seguidos.";"Art arda %d gemi batırdı.";"연속으로 %d척의 함선을 격침시켰습니다.";"连\t续\t击\t沉 %d 艘\t敌\t舰";"続けて %d 隻の\t敵船を\t撃沈しました。";"連\t續\t擊\t沉 %d 艘\t敵\t艦";;
"streaks/multi_kill_ship/multiple/desc";"Wrecked several ships in a row.";"A fait sombrer plusieurs navires d'affilée.";"Per aver affondato diverse navi di fila.";"Verliehen für das Versenken mehrerer Schiffe in Folge.";"Destruiste varios barcos seguidos.";"Потопил несколько кораблей подряд.";"Потопив декілька кораблів поспіль.";"Zatopiono kilka okrętów pod rząd.";"Destruiu vários navios seguidos.";"Üst üste birkaç gemi batırdı.";"연속으로 수 척의 함선을 격침시켰습니다.";"连\t续\t击\t沉\t数\t艘\t敌\t舰。";"連続で\t艦船を\t撃沈しました。";"連\t續\t擊\t沉\t數\t艘\t敵\t艦。";;
"streaks/double_kill_ground";"Double strike!";"Double frappe !";"Doppio colpo!";"Doppelschlag!";"¡Doble ataque!";"Двойной удар!";"Подвійний удар!";"Podwójne trafienie!";"Ataque duplo!";"Çifte darbe!";"2연속 격파!";"双\t杀！";"ダブルストライク！";"雙\t殺！";;
"streaks/double_kill_ground/other";;;;;;;;;;;;;;;;
"streaks/double_kill_ground/desc";"Destroyed two ground units in a row.";"A détruit deux unités au sol de suite.";"Ha distrutto due unità di terra consecutive.";"Zwei Bodeneinheiten in Folge vernichtet.";"Has destruido 2 unidades de tierra seguidas.";"Уничтожил две единицы наземной техники подряд.";"Знищив дві одиниці наземної техніки поспіль.";"Zniszczył dwa cele naziemne pod rząd.";"Destruiu duas unidades terrestres seguidas.";"Art arda iki kara birimini yok etti.";"연속으로 2대의 지상 목표를 격파하였습니다.";"连\t续\t摧\t毁 2 个\t地\t面\t单\t位";"続けて\t2個の\t地上部隊を\t撃破しました。";"連\t續\t摧\t毀 2 個\t地\t面\t單\t位";;
"streaks/triple_kill_ground";"Triple strike!";"Triple frappe !";"Triplo colpo!";"Dreifachschlag!";"¡Triple ataque!";"Тройной удар!";"Потрійний удар!";"Potrójne trafienie!";"Ataque triplo!";"Üçlü darbe!";"3연속 격파!";"三\t杀！";"トリプルストライク！";"三\t殺！";;
"streaks/triple_kill_ground/other";;;;;;;;;;;;;;;;
"streaks/triple_kill_ground/desc";"Destroyed three ground units in a row.";"A détruit trois unités au sol de suite.";"Ha distrutto tre unità di terra consecutive.";"Drei Bodeneinheiten in Folge vernichtet.";"Has destruido 3 unidades de tierra seguidas.";"Уничтожил три единицы наземной техники подряд.";"Знищив три одиниці наземної техніки поспіль.";"Zniszczył trzy cele naziemne pod rząd.";"Destruiu três unidades terrestres seguidas.";"Art arda üç kara birimini yok etti.";"연속으로 3대의 지상 목표를 격파하였습니다.";"连\t续\t摧\t毁 3 个\t地\t面\t单\t位";"続けて\t3個の\t地上部隊を\t撃破した。";"連\t續\t摧\t毀 3 個\t地\t面\t單\t位";;
"streaks/multi_kill_ground";"Ground multi strike x%d!";"Frappe multiple x%d !";"Colpo terrestre multiplo x%d!";"Land-Mehrfachschlag: x%d!";"¡Ataque múltiple terrestre ×%d!";"Наземный Мультиудар x%d!";"Наземний мультиудар x%d!";"Wielokrotne zniszczenie naziemne: x%d!";"Ataque terrestre múltiplo x%d!";"Karada çoklu darbe x%d!";"지상 장비 %d연파!";"地\t面\t载\t具 %d 连\t杀！";"x%d\t連撃破！";"地\t面\t載\t具 %d 連\t殺！";;
"streaks/multi_kill_ground/other";;;;;;;;;;;;;;;;
"streaks/multi_kill_ground/desc";"Destroyed %d ground units in a row.";"A détruit x%d unités au sol de suite.";"Ha distrutto %d unità di terra consecutive.";"%d Bodeneinheiten in Folge vernichtet.";"Has destruido %d unidades de tierra seguidas.";"Уничтожил %d единиц наземной техники подряд.";"Знищив %d од. наземної техніки поспіль.";"Zniszczył %d celów naziemnych pod rząd.";"Destruiu %d unidades terrestres seguidas.";"Art arda %d kara birimini yok etti.";"연속으로 %d대의 지상 목표를 격파하였습니다.";"连\t续\t摧\t毁 %d 个\t地\t面\t单\t位";" 続けて%d\t個の\t地上部隊を\t撃破しました。";"連\t續\t摧\t毀 %d 個\t地\t面\t單\t位";;
"streaks/multi_kill_ground/multiple/desc";"Destroyed several ground units in a row.";"A détruit plusieurs unités terrestres d'affilée.";"Per aver distrutto diverse unità terrestri di fila.";"Mehrere Bodeneinheiten nacheinander vernichtet.";"Has destruido varias unidades de tierra seguidas.";"Уничтожил несколько единиц наземной техники подряд.";"Знищив декілька одиниць наземної техніки поспіль.";"Zniszczono kilka celów naziemnych pod rząd.";"Destruiu várias unidades terrestres seguidas.";"Aynı anda birkaç kara birimi yok etti.";"연속으로 수 대의 지상 장비를 격파하였습니다.";"连\t续\t摧\t毁\t数\t个\t地\t面\t单\t位。";"連続で\t地上部隊を\t撃破しました。";"連\t續\t摧\t毀\t數\t個\t地\t面\t單\t位。";;
"streaks/multi_kill_ground/multiple";"Ground multi strike!";"Frappe multiple!";"Colpo terrestre multiplo!";"Land-Mehrfachschlag!";"¡Ataque múltiple terrestre!";"Наземный Мультиудар!";"Наземний мультиудар!";"Wielokrotne zniszczenie naziemne!";"Ataque terrestre múltiplo!";"Karada çoklu darbe!";"지상 장비 연속 격파!";"地\t面\t载\t具\t连\t续\t击\t杀！";"連続撃破";"地\t面\t載\t具\t連\t續\t擊\t殺！";;
"streaks/squad_kill";"Teamwork: x%d";"Travail d'équipe : x%d";"Lavoro di squadra: x%d";"Zusammenarbeit: x%d";"Trabajo en Equipo: x%d";"Командная работа: x%d";"Командна робота: x%d";"Praca Zespołowa: x%d";"Trabalho de equipa: x%d";"Takım çalışması: x%d";"협동 정신: x%d";"团\t队\t协\t作\t×%d";"チームワーク";"團\t隊\t協\t作\t×%d";;
"streaks/squad_kill/other";;;;;;;;;;;;;;;;
"streaks/squad_kill/desc";"Given to all members of the squad who were near (100m for tanks, 500m for ships) the squadmate who destroyed an enemy vehicle.";"Remis à tous les membres de l'escouade qui se trouvaient à proximité (100 m pour les chars, 500 m pour les navires) du coéquipier qui a détruit un véhicule ennemi.";"Dato a tutti i membri del plotone nelle vicinanze (100m per i carri, 500m per le navi) al compagno che ha distrutto un mezzo nemico.";"Wird an alle Mitglieder der Staffel vergeben, die sich in der Nähe (100m bei Panzern, 500m bei Schiffen) des Staffelmitgliedes befinden, das ein feindliches Fahrzeug zerstört hat.";"Se otorga a todos los miembros del escuadrón que estaban cerca (100 m para tanques, 500 m para barcos) del compañero de escuadrón que destruyó un vehículo enemigo.";"Выдаётся всем членам отряда, находившимся рядом (100 м для танков, 500 м для кораблей), когда один из них уничтожает технику противника.";"Присуджується всім членам загону, які перебували неподалік (100 м для танків, 500 м для кораблів) від того, хто знищив ворожу техніку.";"Przyznawany wszystkim członkom oddziału, którzy znajdowali się w pobliżu (100 m dla czołgów, 500 m dla okrętów) kolegi z oddziału, który zniszczył wrogi pojazd.";"Dado a todos os membros do esquadrão que estavam nas imediações (100 m para tanques, 500 m para navios) do membro do esquadrão que destruiu um veículo inimigo.";"Bir ekip üyesi, bir düşman aracı imha ettiğinde; yakında (tanklar için 100m, gemiler için 500m) bulunan bütün ekip üyelerine verilir.";"편대원이 적의 장비를 격파했을 경우, 주변에 위치한 편대원 모두에게 보상이 주어집니다(단, 전차는 100m 이내, 함선은 500m 이내).";"协\t助\t邻\t近\t（陆\t战\t模\t式\t下\t距\t离\t不\t大\t于 100 米，\t海\t战\t不\t大\t于 500 米）\t小\t队\t成\t员\t摧\t毁\t敌\t方\t载\t具。";"敵車両を\t破壊した\t分隊員の\t近く（戦車は\t100m\t以内、\t艦船は\t500m\t以内）\tにいた\t分隊の\t全\tメンバーに\t与えられます。";"協\t助\t鄰\t近\t（陸\t戰\t模\t式\t下\t距\t離\t不\t大\t於 100 公\t尺，\t海\t戰\t不\t大\t於 500 公\t尺）\t小\t隊\t成\t員\t摧\t毀\t敵\t方\t載\t具。";;
"streaks/squad_kill/multiple";"Teamwork";"Travail d'équipe";"Lavoro di squadra";"Zusammenarbeit";"Trabajo en Equipo";"Командная работа";"Командна робота";"Praca Zespołowa";"Trabalho de equipa";"Takım Çalışması";"협동 정신";"团\t队\t协\t作";"チームワーク";"團\t隊\t協\t作";;
"streaks/squad_assist";"Supporting Fire x%d";"Appui feu x%d";"Fuoco di supporto x%d";"Unterstützungsfeuer: x%d";"Fuego de Apoyo x%d";"Огневая поддержка x%d";"Вогнева підтримка x%d";"Pomocna Dłoń x%d";"Fogo de Apoio x%d";"Destek Ateşi x%d";"화력 지원 x%d";"火\t力\t支\t援\t×%d！";"攻撃支援";"火\t力\t支\t援\t×%d！";;
"streaks/squad_assist/other";;;;;;;;;;;;;;;;
"streaks/squad_assist/desc";"For assisting a squadmate in destroying an enemy unit.";"Pour l'assistance apportée à un coéquipier lors de la destruction d'une unité adverse.";"Per aver assistito un compagno di plotone nella distruzione di un mezzo nemico.";"Verliehen für die Unterstützung eines Staffelmitglieds bei der Zerstörung eines Feindes.";"Por ayudar a un compañero de escuadrón a destruir una unidad enemiga.";"За помощь члену отряда в уничтожении вражеской техники.";"За допомогу члену загону в знищенні ворожої техніки.";"Za pomoc koledze z oddziału w zniszczeniu wrogiej jednostki.";"Por dares assistência a um membro do esquadrão na destruição de uma unidade inimiga.";"Bir düşman birimi yok edilirken ekip arkadaşına yardım edildiği için.";"같은 편대원이 적 장비를 격파하는 데 도움을 주었습니다.";"协\t助\t小\t队\t队\t友\t摧\t毁\t敌\t方\t单\t位。";"敵\tユニットを\t破壊した\t分隊員を\tアシストしました。";"協\t助\t小\t隊\t隊\t友\t摧\t毀\t敵\t方\t單\t位。";;
"streaks/squad_assist/multiple";"Supporting Fire";"Appui feu";"Fuoco di supporto";"Unterstützungsfeuer";"Fuego de Apoyo";"Огневая поддержка";"Вогнева підтримка";"Pomocna Dłoń";"Fogo de Apoio";"Destek Ateşi";"화력 지원";"火\t力\t支\t援";"攻撃支援";"火\t力\t支\t援";;
"streaks/squad_best";"The Best Squad";"La meilleure escouade";"La Squadra Migliore";"Die beste Staffel!";"El Mejor Escuadrón";"Лучший отряд";"Найкращий загін";"Najlepszy Oddział";"O Melhor Esquadrão";"En İyi Takım";"최고의 편대";"最\t佳\t小\t队";"戦友";"最\t佳\t小\t隊";;
"streaks/squad_best/other";;;;;;;;;;;;;;;;
"streaks/squad_best/desc";"Given to the squad that earned most squad battle awards.";"Attribué à l'escouade qui a remporté le plus de récompenses de combat d'équipe.";"Dato al plotone che ha ottenuto più riconoscimenti di battaglia.";"Verliehen an die Staffel, die die meisten Schlachtauszeichnungen für Staffeln erhalten hat.";"Se otorga al escuadrón que haya ganado más premios de batalla de escuadrón.";"Выдаётся отряду, получившему большее количество отрядных достижений.";"Присуджується загону, який здобув найбільше бойових нагород.";"Przyznawany oddziałowi, która zdobyła najwięcej nagród w bitwach drużynowych.";"Dado ao esquadrão que tiver ganho mais prémios em combates de esquadrão.";"En fazla ödül kazanın ekibe verilir.";"전투 중 가장 많은 수훈을 기록한 편대에게 수여됩니다.";"表\t彰\t获\t得\t团\t队\t成\t就\t最\t多\t的\t小\t队。";"最も\t多くの\t分隊\tバトルアワードを\t獲得した\t分隊に\t与えられます。";"表\t彰\t獲\t得\t團\t隊\t成\t就\t最\t多\t的\t小\t隊。";;
"streaks/global_base_capturer";"Base capturer streak!";"Série de capture de base!";"Serie di basi catturate!";"Stützpunkt-Eroberungsserie!";"¡Racha de captura de bases!";"Серия захватов баз!";"Серія захоплень баз!";"Seria zdobytych baz!";"Série de capturas de bases!";"Ard arda üs ele geçirme!";"기지 연속 점령!";"连\t续\t占\t领\t基\t地！";"基地連続占領！";"連\t續\t佔\t領\t基\t地！";;
"streaks/global_base_capturer/other";;;;;;;;;;;;;;;;
"streaks/global_base_capturer/desc";"Awarded for the second and each subsequent capture of a base in a battle.
Total base captures: %d";"Décerné pour la deuxième capture d'une base et pour chaque capture ultérieure lors d'une bataille.
Captures totales de base: %d";"Ottenuto dopo la seconda e successive catture di una base in battaglia.
Basi catturate in totale: %d";"Wird für die zweite und jede weitere Eroberung eines Stützpunktes in einer Schlacht vergeben.
Eroberungen von Stützpunkten insgesamt:%d";"Se concede por la segunda captura de una base en una batalla y por cada una de las siguientes.
Total de bases capturadas: %d";"Выдаётся за второй и каждый последующий захват базы в бою.
Всего захватов: %d";"Присуджується за друге й кожне наступне захоплення баз у бою.
Усього захоплень баз: %d";"Przyznawany za drugie i każde kolejne przejęcie bazy w bitwie.
Łączna liczba przejętych baz: %d";"Atribuído pela segunda e cada captura subsequente de uma base em combate.
Total de capturas de bases: %d";"Bir savaşta ele geçirilen ikinci ve devamındaki her bir üs için verilir.
Toplam ele geçirilen üsler: %d";"전투 중 2곳 이상의 지역을 점령했을 때 수여됩니다.
총 %d곳의 지역을 점령했습니다.";"连\t续\t多\t次\t攻\t占\t战\t区，\t自\t首\t次\t后\t每\t次\t完\t成\t占\t领\t均\t可\t获\t得\t嘉\t奖。
战\t区\t占\t领\t数：%d";"戦闘中、\t2\tか\t所以基地を\t占領すると\t与えられます。\t
占領した\t基地の\t合計数：\t%d";"連\t續\t多\t次\t攻\t佔\t戰\t區，\t自\t首\t次\t後\t每\t次\t完\t成\t佔\t領\t均\t可\t獲\t得\t嘉\t獎。
戰\t區\t佔\t領\t數：%d";;
"streaks/global_base_defender";"Base defender!";"Série de défenses de bases!";"Difensore Basi!";"Basisverteidiger!";"¡Defensor de bases!";"Защитник базы!";"Захисник баз!";"Obrońca baz!";"Defensor da base!";"Üs savunucu!";"기지 연속 방어!";"连\t保\t基\t地\t不\t失！";"基地防衛！";"連\t保\t基\t地\t不\t失！";;
"streaks/global_base_defender/other";;;;;;;;;;;;;;;;
"streaks/global_base_defender/desc";"For interrupting base capture by destroying an enemy unit.";"Pour avoir interrompu la capture de la base par la destruction d’une unité ennemie.";"Per aver interrotto la cattura di una base distruggendo un mezzo nemico.";"Belohnung für die Unterbrechung der Basiseroberung durch Zerstörung einer feindlichen Einheit.";"Por interrumpir la captura de una base destruyendo una unidad enemiga.";"За прерывание захвата базы уничтожением вражеской техники.";"За припинення захоплення бази шляхом знищення ворожої техніки.";"Za przerwanie zajmowania bazy przez zniszczenie wrogiej jednostki.";"Por interromperes a captura da base destruindo uma unidade inimiga.";"Bir düşman aracının imha edilerek üs ele geçirmesinin engellenmesi için.";"기지를 점령하고 있는 적을 제거하여 점령을 방해한 것에 대한 보상입니다.";"摧\t毁\t敌\t方\t单\t位\t并\t中\t断\t占\t领\t进\t程";"敵\tユニットを\t破壊し、\t基地の\t占領を\t妨害しました。";"摧\t毀\t敵\t方\t單\t位\t併\t中\t斷\t佔\t領\t過\t程";;
"streaks/global_shadow_assassin";"Shadow strike!";"Frappe furtive!";"Colpo invisibile!";"Hinterhaltsserie!";"¡Ataque furtivo!";"Удар из тени!";"Удар з тіні!";"Atak z zaskoczenia!";"Ataque da sombra!";"Gizli saldırı!";"섀도우 스트라이크!";"无\t伤\t歼\t敌！";"シャドウストライク！";"無\t傷\t殲\t敵！";;
"streaks/global_shadow_assassin/other";;;;;;;;;;;;;;;;
"streaks/global_shadow_assassin/desc";"Given for destroying the second and each subsequent enemy vehicle, if the player does not receive any hits.
Total vehicle destroyed from shadows: %d";"Décerné pour la destruction du deuxième véhicule ennemi et de chaque véhicule ennemi suivant, si le joueur ne reçoit aucun coup.
Total du véhicule détruit dans l'ombre: %d";"Per aver distrutto dal secondo mezzo in poi se il giocatore non riceve alcun colpo.
Mezzi distrutti senza essere colpito: %d";"Wird für die Zerstörung des zweiten und jedes weiteren gegnerischen Fahrzeugs vergeben, wenn der Spieler keine Treffer erhält.
Insgesamt zerstörte Fahrzeuge: %d";"Se obtiene al destruir el segundo vehículo enemigo y cada uno de los siguientes, si el jugador no recibe ningún impacto.
Total de vehículos destruidos sigilosamente: %d";"Выдаётся за уничтожение второй и каждой последующей вражеской техники, если игрок не получает попаданий по своей.
Всего уничтожено из тени: %d";"Присуджується за знищення другої та кожної наступної одиниці ворожої техніки, якщо гравець не отримав ушкоджень.
Усього знищено техніки з тіні: %d";"Podawana za zniszczenie drugiego i każdego kolejnego pojazdu wroga, jeśli gracz nie otrzyma żadnych trafień.
Całkowita liczba pojazdów zniszczonych z zaskoczenia: %d";"Dado por destruíres o segundo e cada veículo inimigo subsequente, se o jogador não receber quaisquer danos.
Total de veículos destruídos das sombras: %d";"Oyuncu aracı hiç hasar almadan iki veya daha fazla tank imha ettiğinde verilir.
Gizlice imha edilen araç sayısı: %d";"플레이어가 전혀 피격되지 않은 상태로 2대 이상의 장비를 격파했을 때 수여됩니다.
총 %d대의 장비를 격파하였습니다.";"连\t续\t多\t次\t无\t伤\t摧\t毁\t敌\t方\t单\t位，\t自\t首\t次\t后\t每\t次\t无\t伤\t击\t毁\t敌\t方\t单\t位\t均\t可\t获\t得\t嘉\t奖。
连\t续\t无\t伤\t歼\t敌\t数：%d";"プレイヤーが\t被弾することなく、\t敵車両を\t2台以上破壊した\t際に\t与えられます。\t
陰から\t破壊した\t車両の\t合計数：\t%d";"連\t續\t多\t次\t無\t傷\t摧\t毀\t敵\t方\t單\t位，\t自\t首\t次\t後\t每\t次\t無\t傷\t擊\t毀\t敵\t方\t單\t位\t均\t可\t獲\t得\t嘉\t獎。
連\t續\t無\t傷\t殲\t敵\t數：%d";;
"streaks/global_avenge_self";"Eye for Eye";"Œil pour œil";"Occhio per occhio";"Auge um Auge";"Ojo por Ojo";"Око за око";"Око за око";"Oko za oko";"Olho por Olho";"Göze göz";"눈에는 눈, 이에는 이";"以\t眼\t还\t眼";"目には\t目を";"以\t眼\t還\t眼";;
"streaks/global_avenge_self/other";;;;;;;;;;;;;;;;
"streaks/global_avenge_self/desc";"Destroy an enemy who has destroyed your vehicle.";"Éliminer un ennemi qui a précédemment détruit votre véhicule.";"Distruggi un nemico che ha distrutto una tua unità.";"Verliehen für das Zerstören eines Spielers, der zuvor das eigene Fahrzeug zerstört hat.";"Destruye a un enemigo que haya destruido tu vehículo.";"Уничтожьте противника, который уничтожил вашу технику.";"Нагорода за знищення ворога, який раніше знищив вашу техніку.";"Zniszczono maszynę wroga, który wcześniej zniszczył twoją maszynę.";"Destrua um inimigo que tenha destruído o seu veículo.";"Senin aracını vuran rakip oyuncuyu vur.";"당신을 격파한 적을 격파하였습니다.";"击\t杀\t曾\t摧\t毁\t过\t你\t载\t具\t的\t玩\t家";"敵\tプレイヤーと\t相討ちになった\t際に\t授与されます。";"擊\t殺\t曾\t摧\t毀\t過\t你\t載\t具\t的\t玩\t家";;
"streaks/global_avenge_friendly";"Avenger";"Vengeur";"Avenger";"Rächer";"Vengador";"Мститель";"Месник";"Mściciel";"Vingador";"İntikamcı";"복수자";"同\t仇\t敌\t忾";"アヴェンジャー";"同\t仇\t敵\t愾";;
"streaks/global_avenge_friendly/other";;;;;;;;;;;;;;;;
"streaks/global_avenge_friendly/desc";"Destroy an enemy who has destroyed your teammate's vehicle.";"Éliminer un ennemi qui a détruit le véhicule d'un de vos coéquipiers.";"Distruggi un nemico che ha distrutto una unità del tuo compagno di squadra.";"Verliehen für das Zerstören eines Spielers, der zuvor das Fahrzeug eines Staffelmitglieds zerstört hat.";"Destruye a un enemigo que haya destruido el vehículo de tu compañero de equipo.";"Уничтожьте противника, который уничтожил технику союзника.";"Нагорода за знищення ворога, який раніше знищив техніку вашого союзника.";"Zniszczono maszynę wroga, który wcześniej zniszczył maszynę sojusznika.";"Destrua um inimigo que tenha destruído o veículo de um companheiro de equipa.";"Takım arkadaşının aracını vuran düşmanı vur.";"같은 팀원의 장비를 격파한 적을 격파하였습니다.";"击\t杀\t曾\t摧\t毁\t过\t你\t队\t友\t的\t玩\t家";"分隊\tメンバーを\t撃墜/撃破した\t敵\tプレイヤーを\t撃墜/撃破した\t際に\t授与されます。";"擊\t殺\t曾\t摧\t毀\t過\t你\t隊\t友\t的\t玩\t家";;
"streaks/tank_die_hard";"Adamant";"Inébranlable";"Duro a morire";"Adamant";"Adamante";"Несокрушимый";"Незламний";"Twardy jak Skała";"Duro com Rocha";"Sapasağlam";"금강불괴";"铜\t墙\t铁\t壁";"難攻不落";"銅\t牆\t鐵\t壁";;
"streaks/tank_die_hard/other";;;;;;;;;;;;;;;;
"streaks/tank_die_hard/desc";"Take 10 hits, stay alive.";"Encaissez 10 coups, restez en vie.";"Incassa 10 colpi e resta vivo.";"10 Treffer einstecken und überleben.";"Recibe 10 impactos, mantente con vida.";"Техника игрока получила десять попаданий, но не была уничтожена.";"За те, що техніка гравця отримала 10 влучань, але не була знищена.";"Przyjmij 10 trafień i przetrwaj.";"Sofre 10 ataques, sobrevive.";"10 defa vurul, hayatta kal.";"10번 찍어도 안 넘어가는 전차 있다.";"被\t命\t中 10 次\t后\t依\t然\t存\t活。";"10回被弾しながらも\t生存しました。";"命\t中 10 次\t後\t依\t然\t存\t活。";;
"streaks/tank_sniper_shot";"Sniper";"Tireur d'élite";"Cecchino";"Scharfschütze";"Francotirador";"Снайпер";"Снайпер";"Snajper";"Atirador";"Keskin Nişancı";"저격수";"百\t步\t穿\t杨";"狙撃手";"百\t步\t穿\t楊";;
"streaks/tank_sniper_shot/other";;;;;;;;;;;;;;;;
"streaks/tank_sniper_shot/desc";"Destroy an enemy vehicle from 500 meters.";"Détruisez un véhicule ennemi de 500 mètres.";"Per aver distrutto un mezzo nemico da 500 metri.";"Zerstöre ein feindliches Fahrzeug aus 500 Metern Entfernung.";"Destruye un vehículo enemigo desde 500 metros.";"Уничтожьте технику противника с расстояния 500 м.";"За знищення ворожої техніки з відстані 500 м.";"Zniszcz wrogi pojazd z odległości 500 metrów.";"Destrói um veículo inimigo a 500 metros.";"Bir düşman aracını 500 metre mesafeden imha edin.";"500미터 거리의 적 장비를 격파하였습니다.";"在 500 米\t距\t离\t外\t距\t离\t摧\t毁\t敌\t方\t载\t具。";"500\tメートルの\t距離から\t敵車両を\t破壊する。";"在 500 公\t尺\t距\t離\t外\t距\t離\t摧\t毀\t敵\t方\t載\t具。";;
"streaks/tank_kill_without_fail";"Without a miss";"Sans manquer un tir";"Mira perfetta";"Ohne zu verfehlen!";"Sin fallar";"Без промаха";"Без промаху";"Strzał w dziesiątkę";"Sem Falhar";"Iskalamaz";"백발백중";"百\t发\t百\t中";"一つの\tミスもなく";"彈\t無\t虛\t發";;
"streaks/tank_kill_without_fail/other";;;;;;;;;;;;;;;;
