"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Ukrainian>";"<Polish>";"<Portuguese>";"<Turkish>";"<Czech>";"<Greek>";"<Indonesian>";"<Thai>";"<Korean>";"<Chinese>";"<Japanese>";"<TChinese>";"<Comments>";"<max_chars>"
"url/knowledgebase/Tencent";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";"http://zzlt.gamebbs.qq.com/forum.php?";;
"url/webstore";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&order=newest&utm_source=wt_game&utm_medium=special";;
"url/webstore/steam";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";"auto_local auto_login https://store.gaijin.net/catalog.php?category=WarThunderPacks&app_id=236390&steam_id=%s";;
"url/webstore/steam/item";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";"auto_local auto_login https://store.gaijin.net/steam.php?guid=%s&app_id=%d&steam_id=%s";;
"url/live";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";"auto_login http://live.warthunder.com/";;
"url/serv_pick_tss";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.ru/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";"auto_login https://tss.warthunder.com/ban.php?refresh_token=1&public_key=guf2E8SStMPiaAlnUI7Z&port={port}&circuit={circuit}";;
"url/tss_all_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.ru/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";"auto_login http://tss.warthunder.com/index.php?action=current_tournaments";;
"url/serv_replay";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.ru/ru/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";"auto_login sso_service=any http://warthunder.com/en/tournament/replay/{roomId}";;
"url/server_wt_game_replay";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";"http://wt-game-replays.warthunder.com/{sessionId}/0000.wrpl";;
"url/cdk";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.ru/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";"http://wiki.warthunder.com/index.php?title=War_Thunder_CDK";;
"url/steam_bind_url";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";"https://login.gaijin.net/steam?token={token}&lang={langAbbreviation}";;
"url/webpoll_url";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=ru&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=en&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=zh&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=jp&disposable_token={disposable_token}";"{base_url}/survey/{survey_id}/?lang=zh&disposable_token={disposable_token}";;
"url/support/easyanticheat";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/ru/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";"https://support.gaijin.net/hc/en-us/articles/360000024738";;
"url/support/easyanticheat/kick_reasons";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/ru/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";"https://support.gaijin.net/hc/en-us/articles/360000024738#h_9022c48a-94a4-48d6-bdb4-c4c4197c4217";;
"url/obt_feedback";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";"https://www.facebook.com/warthunderedge";;
"url/community/facebook";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";"https://www.facebook.com/WTMobileOfficial";;
"url/community/telegram";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";"https://t.me/warthundermobile";;
"url/community/discord";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";"https://discord.gg/VP2DuSbUZH";;
"url/community/vk";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";"https://vk.com/wtmobile";;
"url/community/instagram";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";"https://instagram.com/wtmobile_official";;
"url/feedback/support";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/ru/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";"https://support.gaijin.net/hc/en-us/categories/200005041-War-Thunder-Mobile";;
"url/bugreport";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";"auto_local auto_login https://community.gaijin.net/issues/p/wtm/new_issue";;
"url/profile/security";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/ru/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";"https://login.gaijin.net/en/profile/settings/security/";;
